,index,carat,cut,color,clarity,depth,table,price,x,y,z
1477,30292,0.3,Good,D,SI2,63.3,57.0,447,4.26,4.3,2.71
1478,47933,0.56,Premium,E,VS2,61.8,56.0,1915,5.31,5.28,3.27
1479,29642,0.35,Premium,F,VS2,62.1,60.0,706,4.45,4.51,2.78
1480,38834,0.4,Very Good,F,VVS2,60.9,52.0,1049,4.81,4.83,2.94
1481,7876,0.9,Premium,H,VS1,62.4,58.0,4309,6.15,6.19,3.85
1482,44964,0.53,Good,D,SI1,63.8,56.0,1636,5.16,5.12,3.28
1483,44574,0.53,Ideal,E,VS2,62.5,57.0,1607,5.16,5.18,3.23
1484,45542,0.51,Ideal,F,VS2,62.9,57.0,1687,5.11,5.09,3.21
1485,28326,0.33,Premium,G,VS1,61.9,58.0,666,4.43,4.46,2.75
1486,31409,0.3,Ideal,G,VVS1,62.7,54.0,764,4.3,4.34,2.71
1487,41290,0.52,Ideal,G,SI2,62.1,56.0,1210,5.13,5.18,3.2
1488,24441,1.51,Premium,G,VS2,59.6,57.0,12696,7.52,7.49,4.47
1489,10436,1.2,Very Good,I,SI1,61.7,56.0,4785,6.82,6.76,4.19
1490,182,0.72,Ideal,G,SI1,61.8,56.0,2776,5.72,5.75,3.55
1491,34734,0.37,Ideal,E,VS1,61.2,56.0,876,4.64,4.67,2.85
1492,28110,0.36,Premium,D,SI1,61.4,58.0,663,4.56,4.59,2.81
1493,17319,1.25,Ideal,H,VS2,60.0,56.0,6944,7.04,6.99,4.21
1494,25981,2.01,Premium,J,VS1,60.1,59.0,15185,8.25,8.18,4.94
1495,18272,1.36,Premium,E,SI2,61.7,59.0,7421,7.2,7.09,4.41
1496,50261,0.54,Premium,G,VVS1,60.7,56.0,2236,5.3,5.25,3.2
1497,41526,0.42,Ideal,G,VVS1,61.6,55.0,1235,4.87,4.81,2.98
1498,19431,1.12,Ideal,G,VS1,61.1,56.0,8080,6.7,6.73,4.1
1499,31313,0.32,Ideal,D,VS2,62.1,54.0,758,4.4,4.46,2.75
1500,8191,1.02,Good,F,SI2,61.4,61.0,4368,6.4,6.44,3.94
1501,508,0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49
1502,49135,0.56,Ideal,D,VS2,61.6,56.0,2066,5.31,5.27,3.26
1503,13608,1.02,Premium,H,VS1,58.5,57.0,5569,6.65,6.61,3.88
1504,13177,1.37,Good,I,VS2,64.1,58.0,5449,6.92,6.9,4.43
1505,15981,1.02,Premium,E,VS2,60.4,58.0,6397,6.51,6.47,3.92
1506,50347,0.58,Ideal,F,VS1,60.4,57.0,2245,5.42,5.37,3.26
1507,14631,1.16,Ideal,G,SI1,61.8,55.0,5908,6.75,6.78,4.18
1508,41956,0.23,Very Good,E,VVS2,61.2,60.0,505,3.97,4.0,2.44
1509,35731,0.3,Ideal,D,VS2,62.5,54.0,911,4.32,4.29,2.69
1510,50676,0.5,Ideal,G,IF,60.8,54.0,2287,5.19,5.2,3.16
1511,50168,0.71,Ideal,I,SI1,62.5,57.0,2218,5.69,5.74,3.57
1512,37961,0.41,Ideal,F,VS1,62.5,57.0,1007,4.75,4.76,2.97
1513,52627,0.35,Very Good,H,SI2,63.2,61.0,551,4.49,4.47,2.83
1514,38131,0.3,Premium,G,VVS1,61.9,59.0,1013,4.31,4.28,2.66
1515,292,0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17
1516,3707,0.7,Premium,G,VVS2,59.3,54.0,3450,5.89,5.78,3.46
1517,52366,0.9,Good,I,SI2,64.0,55.0,2503,6.11,6.05,3.89
1518,7789,0.92,Premium,G,VS2,61.6,62.0,4287,6.3,6.24,3.86
1519,36195,0.37,Ideal,F,VVS1,61.5,56.0,931,4.59,4.61,2.83
1520,29070,0.34,Ideal,D,VS2,61.6,55.0,687,4.48,4.54,2.78
1521,30842,0.33,Ideal,H,VS1,61.9,56.0,743,4.48,4.44,2.76
1522,19761,1.6,Premium,H,SI2,59.4,59.0,8333,7.6,7.55,4.5
1523,36958,0.28,Good,H,VVS1,56.0,64.0,480,4.38,4.41,2.46
1524,45695,0.54,Very Good,G,VS1,63.6,56.0,1698,5.17,5.24,3.31
1525,3593,0.76,Ideal,H,VVS1,61.8,57.0,3423,5.82,5.86,3.61
1526,29730,0.31,Ideal,H,VVS1,61.8,57.0,707,4.32,4.35,2.68
1527,34041,0.3,Ideal,G,IF,61.7,53.0,850,4.33,4.36,2.68
1528,25340,2.0,Good,H,VS2,57.3,59.0,14042,8.27,8.24,4.73
1529,33364,0.41,Ideal,H,VS1,61.9,56.0,827,4.75,4.78,2.95
1530,10743,1.0,Very Good,F,SI1,61.4,62.0,4851,6.32,6.36,3.89
1531,51526,0.7,Good,E,SI1,63.6,62.0,2386,5.57,5.6,3.55
1532,29865,0.3,Premium,D,VS2,61.0,58.0,710,4.32,4.34,2.64
1533,35470,0.33,Ideal,H,VVS1,62.5,56.0,901,4.44,4.42,2.77
1534,14443,1.27,Premium,H,VS2,58.9,61.0,5832,7.09,7.03,4.16
1535,33533,0.35,Ideal,D,VS2,60.7,56.0,829,4.56,4.6,2.78
1536,39259,0.3,Ideal,D,VVS1,61.3,57.0,1069,4.32,4.29,2.64
1537,34164,0.33,Ideal,G,VS1,61.4,55.0,854,4.48,4.44,2.74
1538,48499,0.7,Fair,H,VS2,64.9,56.0,1981,5.49,5.51,3.57
1539,9010,1.01,Premium,H,SI1,62.4,58.0,4513,6.41,6.35,3.98
1540,33027,0.3,Ideal,D,VVS2,62.4,54.0,814,4.3,4.32,2.69
1541,29549,0.36,Ideal,H,VVS2,61.3,55.0,705,4.62,4.64,2.84
1542,50206,0.58,Ideal,F,VS1,61.9,56.0,2227,5.36,5.33,3.31
1543,17252,1.52,Fair,I,SI2,64.7,58.0,6905,7.19,7.22,4.66
1544,51348,0.75,Fair,F,SI1,64.5,60.0,2363,5.65,5.54,3.61
1545,23730,1.54,Premium,H,VS2,61.9,59.0,11769,7.33,7.31,4.53
1546,37694,0.41,Premium,J,VVS1,60.1,58.0,994,4.83,4.79,2.89
1547,46715,0.7,Good,E,SI2,56.9,61.0,1793,5.85,5.9,3.34
1548,18592,1.02,Very Good,F,VS1,62.4,58.0,7587,6.42,6.47,4.02
1549,43480,0.7,Fair,G,SI2,69.3,60.0,1420,5.41,5.35,3.72
1550,39833,0.5,Very Good,E,SI2,63.0,57.0,1098,5.01,5.05,3.17
1551,32550,0.3,Fair,E,VS1,64.5,56.0,799,4.26,4.2,2.73
1552,36658,0.3,Ideal,E,VVS2,61.4,55.0,949,4.33,4.36,2.67
1553,20692,1.23,Premium,G,VVS2,59.6,59.0,8971,6.98,6.95,4.15
1554,53841,0.8,Very Good,H,SI1,63.8,56.0,2739,5.85,5.91,3.75
1555,50073,0.51,Premium,F,VVS2,60.5,59.0,2203,5.17,5.15,3.12
1556,10628,1.2,Ideal,J,SI1,62.3,56.0,4830,6.77,6.81,4.23
1557,19949,1.55,Ideal,J,VS2,61.4,55.0,8498,7.41,7.49,4.58
1558,41549,0.42,Ideal,G,VVS1,61.1,56.0,1235,4.84,4.82,2.95
1559,49239,0.58,Good,F,VS1,62.2,62.0,2084,5.37,5.44,3.36
1560,12506,0.91,Premium,D,VS2,62.0,58.0,5259,6.15,6.2,3.83
1561,26231,2.08,Premium,I,VVS1,62.2,58.0,15654,8.22,8.18,5.1
1562,24176,1.52,Very Good,G,VS2,62.8,54.0,12359,7.26,7.36,4.59
1563,332,0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55
1564,9326,1.0,Premium,E,SI2,62.7,58.0,4579,6.41,6.34,4.0
1565,11671,0.91,Very Good,E,VS1,62.8,60.0,5057,6.08,6.11,3.83
1566,14972,1.21,Premium,D,SI2,60.9,58.0,6031,6.89,6.83,4.18
1567,32494,0.27,Ideal,F,IF,61.8,55.0,796,4.16,4.19,2.58
1568,18696,0.32,Good,F,VVS2,62.5,61.0,619,4.32,4.38,2.72
1569,33451,0.32,Premium,G,VS1,62.4,58.0,828,4.4,4.35,2.73
1570,40014,0.37,Very Good,D,VVS1,62.3,54.0,1108,4.57,4.65,2.87
1571,274,0.73,Ideal,H,VS2,62.7,55.0,2793,5.72,5.76,3.6
1572,35264,0.34,Ideal,G,VVS1,62.1,55.0,895,4.46,4.49,2.78
1573,50398,0.73,Ideal,F,SI2,61.5,55.0,2255,5.79,5.85,3.58
1574,49174,0.7,Ideal,G,SI1,61.2,57.0,2074,5.71,5.79,3.52
1575,20052,0.31,Premium,F,VS2,61.2,58.0,625,4.35,4.37,2.67
1576,31454,0.34,Premium,E,SI1,59.3,58.0,765,4.59,4.55,2.71
1577,14321,1.51,Fair,J,SI2,65.1,59.0,5801,7.13,7.09,4.63
1578,12522,1.11,Ideal,E,SI2,61.2,55.0,5262,6.68,6.72,4.1
1579,5011,1.13,Ideal,H,I1,62.2,55.0,3745,6.69,6.65,4.15
1580,1639,1.12,Premium,G,I1,60.3,60.0,3017,6.75,6.69,4.05
1581,36197,0.47,Ideal,E,SI2,61.5,55.0,931,4.98,5.04,3.08
1582,1566,0.72,Ideal,I,VS1,60.4,56.0,3005,5.8,5.86,3.52
1583,16276,1.51,Premium,H,SI2,62.9,58.0,6511,7.31,7.26,4.58
1584,17247,1.34,Ideal,H,SI2,61.6,56.0,6904,7.1,7.05,4.36
1585,9869,1.03,Ideal,D,SI2,61.8,56.0,4679,6.46,6.51,4.01
1586,49677,0.9,Good,F,I1,64.3,58.0,2143,6.09,6.05,3.9
1587,3649,0.91,Very Good,E,SI2,58.5,60.0,3438,6.31,6.34,3.7
1588,24147,2.3,Ideal,J,SI1,62.3,57.0,12316,8.41,8.34,5.22
1589,36313,0.32,Premium,H,VVS1,62.7,57.0,936,4.41,4.36,2.75
1590,48580,0.54,Premium,D,VS2,60.9,58.0,1993,5.31,5.27,3.22
1591,3437,0.9,Premium,H,SI1,61.0,59.0,3387,6.16,6.11,3.74
1592,23201,2.04,Premium,J,VS2,60.9,59.0,11209,8.25,8.21,5.01
1593,47368,0.52,Very Good,D,VS2,62.9,59.0,1847,5.11,5.13,3.22
1594,50731,0.72,Ideal,G,SI2,62.3,54.0,2295,5.76,5.79,3.6
1595,48248,0.7,Very Good,J,VS2,61.1,61.0,1952,5.64,5.69,3.46
1596,25865,2.01,Fair,E,SI2,62.1,66.0,14948,7.99,7.92,4.94
1597,42669,0.44,Ideal,E,VVS2,60.9,57.0,1334,4.95,4.9,3.0
1598,42575,0.51,Very Good,H,VS2,60.1,59.8,1328,5.14,5.19,3.1
1599,13297,1.03,Premium,D,SI1,61.8,57.0,5491,6.53,6.49,4.02
1600,5828,0.92,Good,D,SI2,63.9,55.0,3916,6.14,6.09,3.91
1601,44566,0.52,Very Good,D,SI1,63.3,58.0,1605,5.15,5.12,3.25
1602,53252,0.72,Premium,G,VS1,62.3,61.0,2646,5.73,5.66,3.55
1603,52558,0.7,Ideal,G,VS1,60.6,57.0,2535,5.75,5.7,3.47
1604,11107,1.03,Premium,H,SI1,61.9,58.0,4932,6.49,6.43,4.0
1605,45208,0.51,Ideal,G,VS1,61.0,55.0,1656,5.11,5.21,3.15
1606,16875,1.26,Very Good,G,SI1,63.0,59.0,6733,6.84,6.88,4.32
1607,19827,1.51,Ideal,I,SI1,61.2,60.0,8396,7.39,7.37,4.52
1608,42922,0.53,Premium,G,SI1,61.3,58.0,1363,5.21,5.16,3.18
1609,40725,0.52,Very Good,H,SI1,62.6,59.0,1161,5.06,5.13,3.19
1610,2579,0.78,Ideal,D,SI1,61.1,57.0,3214,5.95,5.97,3.64
1611,25249,1.58,Very Good,D,SI1,62.7,60.0,13869,7.37,7.41,4.63
1612,46394,0.72,Premium,G,SI2,59.1,61.0,1764,5.89,5.85,3.47
1613,30642,0.41,Fair,I,VS1,65.3,58.0,735,4.62,4.66,3.03
1614,30550,0.31,Ideal,D,VS2,62.5,56.0,734,4.31,4.36,2.71
1615,44183,0.5,Very Good,H,VVS2,62.9,56.0,1569,5.03,5.08,3.18
1616,27622,2.09,Very Good,F,SI2,61.3,59.0,18509,8.19,8.33,5.06
1617,11607,1.12,Ideal,F,SI2,61.9,55.0,5046,6.68,6.72,4.15
1618,21241,1.52,Very Good,D,SI2,60.6,62.0,9389,7.37,7.42,4.48
1619,49920,0.7,Premium,G,SI1,62.0,61.0,2184,5.67,5.62,3.5
1620,35348,0.38,Premium,E,SI1,61.2,59.0,898,4.67,4.64,2.85
1621,20330,1.5,Good,I,SI1,64.0,60.0,8736,7.25,7.13,4.6
1622,42582,0.51,Very Good,E,SI1,63.0,58.0,1330,4.99,5.08,3.17
1623,28700,0.3,Very Good,G,VVS1,61.9,55.0,680,4.31,4.32,2.67
1624,33135,0.31,Premium,E,VVS2,61.4,58.0,816,4.33,4.36,2.67
1625,14129,0.93,Premium,F,SI1,62.3,59.0,5729,6.25,6.21,3.88
1626,10075,0.29,Very Good,F,VVS2,60.8,63.0,592,4.28,4.31,2.61
1627,14350,1.24,Good,E,SI2,58.5,57.0,5809,7.03,7.1,4.13
1628,42687,0.45,Ideal,E,VVS2,61.9,56.0,1337,4.91,4.95,3.05
1629,20629,1.0,Premium,F,VVS2,60.6,54.0,8924,6.56,6.52,3.96
1630,8045,0.25,Ideal,G,VVS1,61.7,56.0,582,4.05,4.07,2.51
1631,24164,1.88,Very Good,H,VS2,63.1,55.0,12339,7.86,7.81,4.94
1632,36597,0.36,Ideal,H,IF,61.9,57.0,947,4.55,4.6,2.83
1633,52842,0.7,Ideal,D,SI2,61.3,57.0,2575,5.73,5.76,3.52
1634,3863,0.86,Ideal,E,SI2,60.0,56.0,3478,6.22,6.24,3.74
1635,36802,0.3,Ideal,G,IF,61.4,57.0,956,4.37,4.33,2.67
1636,15000,1.3,Good,H,SI2,63.7,57.0,6042,6.94,6.87,4.4
1637,23181,1.7,Very Good,I,VS2,58.5,59.0,11190,7.81,7.89,4.59
1638,2072,0.9,Very Good,G,SI2,63.3,59.0,3107,6.12,6.07,3.86
1639,11853,1.11,Ideal,H,SI1,62.0,56.0,5102,6.65,6.61,4.11
1640,42288,0.23,Good,E,VVS2,62.2,60.0,505,3.9,3.94,2.44
1641,40783,0.61,Good,E,I1,63.4,57.1,1168,5.37,5.43,3.42
1642,24915,1.75,Premium,D,SI2,60.6,60.0,13363,7.74,7.78,4.7
1643,9951,1.04,Ideal,I,VS1,63.0,56.0,4696,6.44,6.41,4.05
1644,25951,2.16,Ideal,I,SI2,61.9,54.0,15124,8.29,8.33,5.14
1645,14163,1.2,Premium,H,SI1,62.1,55.0,5746,6.79,6.74,4.2
1646,17047,0.3,Ideal,F,VS1,61.5,55.0,612,4.31,4.34,2.66
1647,20065,0.31,Ideal,F,VS2,60.8,56.0,625,4.38,4.41,2.67
1648,3660,0.86,Ideal,G,SI2,61.9,55.0,3442,6.11,6.14,3.79
1649,12407,1.01,Ideal,D,SI1,61.6,56.0,5234,6.45,6.48,3.98
1650,14273,0.92,Ideal,D,SI1,62.3,56.0,5779,6.2,6.23,3.87
1651,38896,0.38,Ideal,F,VVS2,60.3,55.0,1052,4.69,4.79,2.86
1652,35145,0.4,Very Good,F,VS1,61.3,54.0,890,4.8,4.83,2.95
1653,18011,0.9,Ideal,E,VVS2,62.8,54.0,7286,6.11,6.21,3.87
1654,7143,1.11,Very Good,E,SI2,61.7,63.0,4177,6.65,6.54,4.07
1655,33416,0.32,Premium,H,VVS2,62.3,58.0,828,4.37,4.33,2.71
1656,32912,0.33,Ideal,F,VVS2,61.9,56.0,810,4.42,4.46,2.75
1657,51035,0.76,Premium,E,SI2,59.3,62.0,2329,6.01,5.96,3.55
1658,32654,0.31,Premium,H,VVS2,62.3,60.0,802,4.36,4.31,2.7
1659,15665,1.32,Premium,I,SI1,62.2,58.0,6283,7.04,6.99,4.36
1660,33019,0.33,Ideal,E,VVS2,61.2,56.0,814,4.46,4.5,2.74
1661,3375,0.24,Ideal,F,VS2,61.8,57.0,408,3.97,3.99,2.46
1662,24588,2.01,Premium,E,SI1,60.4,61.0,12898,8.05,7.98,4.84
1663,2761,0.9,Very Good,I,SI1,63.3,59.0,3251,6.14,6.05,3.86
1664,51373,0.55,Premium,D,VVS2,61.2,57.0,2366,5.3,5.26,3.23
1665,2247,0.91,Good,G,SI2,62.5,60.0,3149,6.05,6.08,3.79
1666,39789,0.39,Ideal,D,VS1,60.3,56.0,1095,4.71,4.77,2.86
1667,12862,1.24,Ideal,J,VS2,61.8,58.0,5361,6.88,6.84,4.24
1668,39515,0.32,Ideal,E,VVS2,61.6,57.0,1080,4.43,4.4,2.72
1669,49972,0.29,Very Good,H,VVS2,61.7,55.0,541,4.27,4.3,2.64
1670,12913,1.13,Premium,G,SI1,60.9,60.0,5376,6.76,6.67,4.09
1671,5157,1.02,Premium,H,SI2,59.2,59.0,3769,6.57,6.54,3.88
1672,8435,0.77,Ideal,D,VS1,62.3,56.0,4407,5.83,5.89,3.65
1673,28449,0.37,Ideal,G,VS2,61.4,56.0,671,4.63,4.65,2.85
1674,23096,1.34,Premium,G,VVS2,61.3,58.0,11118,7.16,7.1,4.37
1675,37790,0.38,Premium,E,VS1,60.2,58.0,1000,4.66,4.71,2.82
1676,24337,1.74,Ideal,H,SI1,61.9,55.0,12605,7.71,7.74,4.78
1677,51463,1.2,Fair,I,I1,65.1,55.0,2376,6.65,6.59,4.31
1678,18670,1.19,Ideal,H,VS2,62.0,54.0,7633,6.79,6.83,4.22
1679,47313,0.23,Very Good,E,VVS2,59.4,59.0,530,4.03,4.08,2.41
1680,15897,1.22,Premium,I,VS1,60.6,61.0,6354,6.94,6.88,4.19
1681,48722,0.52,Ideal,G,VVS2,61.8,57.0,2012,5.19,5.14,3.19
1682,1317,0.79,Ideal,I,VS1,62.2,57.0,2958,5.89,5.94,3.68
1683,35160,0.4,Good,D,VS2,63.5,55.0,891,4.66,4.69,2.97
1684,45104,0.59,Ideal,H,VS2,62.2,59.0,1648,5.38,5.34,3.33
1685,19732,1.24,Ideal,H,VS1,62.1,56.0,8299,6.85,6.88,4.26
1686,38696,0.37,Ideal,E,VS2,61.9,53.0,1041,4.65,4.62,2.87
1687,6329,0.91,Ideal,G,VS1,61.3,56.0,4029,6.28,6.21,3.83
1688,9433,1.14,Ideal,F,SI2,61.7,56.0,4591,6.71,6.67,4.13
1689,15655,1.04,Premium,F,VS2,59.6,62.0,6278,6.62,6.56,3.93
1690,49252,0.71,Ideal,H,SI2,62.1,56.0,2086,5.76,5.71,3.56
1691,33850,0.3,Ideal,F,VS1,61.4,56.0,844,4.37,4.33,2.67
1692,40684,0.5,Good,E,SI1,63.7,59.0,1155,5.07,5.01,3.21
1693,39781,0.36,Ideal,D,VS2,61.6,56.0,1094,4.57,4.55,2.81
1694,23695,1.51,Premium,D,SI1,62.5,60.0,11760,7.27,7.23,4.54
1695,11636,0.92,Ideal,D,SI2,61.9,55.0,5051,6.24,6.27,3.87
1696,46344,0.7,Ideal,E,SI1,62.3,56.0,1758,5.68,5.62,3.52
1697,47105,0.61,Premium,H,VVS2,62.4,59.0,1827,5.4,5.43,3.38
1698,28313,0.32,Ideal,I,SI1,62.4,57.0,432,4.35,4.37,2.72
1699,21829,1.76,Very Good,I,SI2,62.0,57.0,9898,7.7,7.74,4.78
1700,23209,1.62,Ideal,I,VS2,61.8,55.0,11217,7.56,7.59,4.68
1701,13371,0.24,Very Good,D,VS1,62.2,58.0,419,3.95,3.99,2.47
1702,2710,0.31,Ideal,G,SI1,61.6,55.0,563,4.34,4.37,2.68
1703,27707,0.36,Good,E,SI2,63.7,54.0,648,4.55,4.52,2.89
1704,37140,0.4,Very Good,F,VVS2,62.9,55.0,972,4.72,4.75,2.98
1705,49028,0.61,Ideal,H,VS1,60.8,56.0,2053,5.51,5.47,3.34
1706,51209,0.74,Very Good,I,SI1,63.8,58.0,2352,5.72,5.76,3.66
1707,20205,1.55,Very Good,I,SI1,62.0,62.0,8644,7.33,7.47,4.59
1708,11032,1.0,Very Good,G,SI1,61.4,57.0,4919,6.45,6.42,3.95
1709,1603,0.7,Ideal,F,VS2,62.7,55.0,3011,5.66,5.69,3.56
1710,27422,2.01,Very Good,H,SI1,58.2,63.0,18027,8.32,8.23,4.82
1711,30559,0.31,Ideal,D,VS2,62.5,56.0,734,4.34,4.36,2.72
1712,51669,0.7,Ideal,F,SI2,62.1,57.0,2398,5.65,5.69,3.52
1713,3035,0.31,Ideal,G,VVS2,62.2,55.0,565,4.32,4.36,2.7
1714,13431,0.92,Ideal,E,SI1,62.1,56.0,5516,6.22,6.24,3.87
1715,36797,0.34,Ideal,E,VS2,62.6,55.0,956,4.45,4.43,2.78
1716,45651,0.38,Ideal,J,SI1,62.0,54.0,525,4.67,4.71,2.91
1717,30371,0.36,Ideal,H,VS2,62.1,55.0,729,4.61,4.57,2.85
1718,47346,0.5,Ideal,D,VS2,62.5,54.0,1845,5.09,5.05,3.17
1719,31867,0.3,Premium,H,VVS2,62.0,58.0,776,4.35,4.3,2.68
1720,31803,0.37,Very Good,H,VVS1,61.9,55.0,774,4.6,4.66,2.86
1721,31197,0.32,Ideal,I,VVS1,62.5,55.0,756,4.4,4.37,2.74
1722,36055,0.31,Ideal,G,IF,61.9,56.0,924,4.36,4.39,2.71
1723,12110,1.01,Premium,H,VS2,61.3,59.0,5166,6.41,6.45,3.94
1724,9588,1.04,Ideal,H,SI1,60.3,57.0,4629,6.55,6.58,3.96
1725,25894,1.82,Very Good,G,SI1,62.7,58.0,15025,7.68,7.75,4.84
1726,47537,0.63,Premium,G,VS2,61.5,57.0,1871,5.54,5.51,3.4
1727,16825,1.21,Premium,H,VS2,61.5,58.0,6710,6.82,6.78,4.18
1728,35646,0.31,Ideal,G,VVS2,62.7,57.0,907,4.34,4.31,2.71
1729,42387,0.6,Good,J,VS1,58.9,60.5,1306,5.5,5.57,3.26
1730,10104,0.73,Very Good,D,VVS1,61.8,61.0,4716,5.7,5.73,3.53
1731,11150,1.07,Premium,E,SI2,59.7,58.0,4943,6.66,6.68,3.98
1732,39729,0.35,Ideal,E,VS1,61.9,56.0,1091,4.55,4.53,2.81
1733,44068,0.55,Ideal,E,SI1,61.7,56.0,1551,5.24,5.29,3.25
1734,12724,0.9,Premium,E,VS2,62.6,60.0,5312,6.15,6.08,3.83
1735,25512,1.58,Very Good,F,VS2,59.9,61.0,14308,7.5,7.6,4.52
1736,1053,0.25,Premium,F,VS1,61.2,59.0,558,4.05,4.02,2.47
1737,26606,1.52,Ideal,G,VVS1,61.4,57.0,16343,7.38,7.4,4.54
1738,5576,1.21,Fair,H,SI2,65.6,56.0,3862,6.69,6.59,4.36
1739,949,0.71,Very Good,F,VS1,62.8,56.0,2889,5.69,5.72,3.58
1740,36520,0.42,Ideal,G,SI1,62.9,54.0,945,4.81,4.79,3.02
1741,23994,2.03,Ideal,G,SI2,61.5,57.0,12154,8.15,8.07,4.99
1742,17080,1.1,Very Good,F,VS2,61.4,58.0,6810,6.63,6.73,4.1
1743,29132,0.33,Very Good,G,VVS2,61.9,56.0,692,4.46,4.49,2.77
1744,39680,0.47,Premium,E,SI1,60.2,61.0,1087,5.05,4.96,3.02
1745,26936,1.68,Ideal,G,VS1,62.0,55.0,16985,7.59,7.66,4.73
1746,1590,0.74,Very Good,E,SI1,61.3,58.0,3009,5.8,5.84,3.57
1747,2982,1.0,Very Good,E,I1,63.0,57.0,3300,6.32,6.35,3.99
1748,19232,1.12,Ideal,G,VS1,61.5,55.0,7970,6.67,6.69,4.11
1749,37828,0.33,Ideal,E,VS1,60.6,57.0,1002,4.54,4.5,2.74
1750,35687,0.3,Premium,D,VS2,62.0,59.0,911,4.27,4.22,2.63
1751,44470,0.54,Ideal,E,SI1,61.5,56.0,1594,5.31,5.26,3.25
1752,5071,0.95,Good,F,SI2,59.7,57.0,3750,6.41,6.45,3.84
1753,6366,0.32,Very Good,H,SI1,63.1,54.0,576,4.42,4.36,2.77
1754,48319,0.23,Ideal,G,VVS1,61.9,58.0,536,3.93,3.96,2.44
1755,30594,0.31,Ideal,D,VS2,62.0,55.0,734,4.36,4.38,2.71
1756,14061,0.3,Good,H,VVS2,63.5,55.0,605,4.25,4.28,2.71
1757,42416,0.66,Very Good,F,SI2,61.6,54.0,1311,5.62,5.64,3.47
1758,25055,2.41,Premium,I,SI2,60.7,59.0,13563,8.7,8.64,5.26
1759,26789,2.05,Very Good,J,VS1,61.4,58.5,16641,8.13,8.16,5.0
1760,20537,1.56,Ideal,I,SI1,61.4,56.0,8858,7.47,7.42,4.57
1761,27779,0.32,Premium,H,VS2,62.5,59.0,648,4.38,4.33,2.72
1762,15027,1.35,Ideal,J,VS1,62.3,54.0,6048,7.17,7.06,4.43
1763,33880,0.3,Ideal,E,VS2,62.6,56.0,844,4.33,4.29,2.7
1764,18184,1.01,Premium,F,VS1,61.7,58.0,7372,6.4,6.43,3.96
1765,5739,1.03,Fair,I,SI1,57.4,61.0,3892,6.67,6.71,3.84
1766,35947,0.3,Ideal,F,SI1,62.4,55.0,475,4.3,4.32,2.69
1767,25831,1.66,Ideal,H,IF,61.5,57.0,14859,7.62,7.59,4.68
1768,44303,0.56,Very Good,D,SI1,62.5,58.0,1578,5.23,5.27,3.28
1769,28017,0.3,Ideal,E,VS2,60.2,57.0,658,4.36,4.38,2.63
1770,13033,0.38,Premium,J,VS1,62.1,60.0,600,4.6,4.64,2.87
1771,38800,0.31,Very Good,G,VVS1,63.4,57.0,1046,4.36,4.32,2.75
1772,35632,0.3,Good,I,VS1,63.4,54.0,473,4.29,4.32,2.73
1773,51629,0.71,Very Good,F,SI2,63.2,57.0,2397,5.66,5.7,3.59
1774,42041,0.53,Ideal,H,SI1,61.3,55.0,1268,5.23,5.27,3.22
1775,42911,0.52,Very Good,J,VVS1,61.7,55.5,1363,5.17,5.19,3.19
1776,8723,0.31,Premium,H,VS2,58.9,61.0,586,4.46,4.43,2.62
1777,45564,0.52,Ideal,G,VS1,62.3,55.0,1689,5.14,5.16,3.21
1778,44019,0.51,Premium,E,SI1,61.3,54.0,1546,5.18,5.13,3.16
1779,17249,1.01,Very Good,D,VS2,60.4,58.0,6905,6.47,6.57,3.94
1780,48398,0.52,Ideal,H,IF,59.2,58.0,1967,5.23,5.31,3.12
1781,24675,1.23,Ideal,E,VVS2,59.9,57.0,13034,6.95,7.03,4.19
1782,22896,1.7,Very Good,I,VS2,63.0,58.0,10935,7.52,7.65,4.78
1783,45788,0.59,Very Good,I,VVS1,62.8,58.0,1709,5.3,5.34,3.34
1784,37257,0.31,Ideal,G,VVS1,62.8,57.0,977,4.33,4.3,2.71
1785,3882,0.9,Good,H,SI1,63.1,63.0,3484,6.04,6.1,3.83
1786,6687,1.11,Very Good,E,SI2,61.6,61.0,4102,6.61,6.66,4.09
1787,41126,0.52,Premium,G,SI2,58.8,62.0,1196,5.31,5.3,3.12
1788,50886,0.9,Premium,F,I1,61.9,59.0,2316,6.18,6.16,3.82
1789,27211,1.97,Premium,H,VS2,62.9,59.0,17535,8.01,7.9,5.0
1790,27062,2.01,Premium,E,SI2,58.9,60.0,17179,8.24,8.2,4.84
1791,21130,1.73,Very Good,I,SI2,62.0,58.0,9292,7.6,7.69,4.74
1792,20798,1.6,Premium,J,VS1,61.3,59.0,9032,7.52,7.49,4.6
1793,45067,0.55,Very Good,H,VS1,61.0,56.0,1643,5.26,5.3,3.22
1794,43536,0.51,Ideal,G,VS2,61.6,56.0,1427,5.13,5.18,3.18
1795,34267,0.29,Very Good,H,VVS2,62.2,54.0,466,4.23,4.26,2.64
1796,49370,0.7,Very Good,F,SI2,61.2,57.0,2100,5.67,5.74,3.49
1797,41492,0.51,Good,D,SI2,64.2,56.0,1232,5.05,5.02,3.23
